question,original_result,generated_cypher,generated_result
List the top 5 products with the most units on order.,"[{""p.productName"": ""Louisiana Hot Spiced Okra"", ""p.unitsOnOrder"": 100}, {""p.productName"": ""Wimmers gute Semmelkn\u00f6del"", ""p.unitsOnOrder"": 80}, {""p.productName"": ""Aniseed Syrup"", ""p.unitsOnOrder"": 70}, {""p.productName"": ""Rogede sild"", ""p.unitsOnOrder"": 70}, {""p.productName"": ""Gorgonzola Telino"", ""p.unitsOnOrder"": 70}]","MATCH (p:Product) RETURN p.productName AS Product, p.unitsOnOrder AS UnitsOnOrder ORDER BY p.unitsOnOrder DESC LIMIT 5;","[{""Product"": ""Louisiana Hot Spiced Okra"", ""UnitsOnOrder"": 100}, {""Product"": ""Wimmers gute Semmelkn\u00f6del"", ""UnitsOnOrder"": 80}, {""Product"": ""Aniseed Syrup"", ""UnitsOnOrder"": 70}, {""Product"": ""Rogede sild"", ""UnitsOnOrder"": 70}, {""Product"": ""Gorgonzola Telino"", ""UnitsOnOrder"": 70}]"
Which supplier has the least diverse product catalog (supplies products in the fewest categories)?,"[{""s.companyName"": ""Bigfoot Breweries""}]","MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(c:Category) WITH s, COUNT(DISTINCT c) AS NumberOfCategoriesSupplied RETURN s.companyName AS Supplier, NumberOfCategoriesSupplied ORDER BY NumberOfCategoriesSupplied ASC LIMIT 1;","[{""NumberOfCategoriesSupplied"": 1, ""Supplier"": ""Bigfoot Breweries""}]"
List the products that have a reorder level greater than the average reorder level of products in the same category.,"[{""p.productName"": ""Outback Lager""}, {""p.productName"": ""Lakkalik\u00f6\u00f6ri""}, {""p.productName"": ""Ipoh Coffee""}, {""p.productName"": ""Rh\u00f6nbr\u00e4u Klosterbier""}, {""p.productName"": ""Chang""}, {""p.productName"": ""Sirop d'\u00e9rable""}, {""p.productName"": ""Louisiana Hot Spiced Okra""}, {""p.productName"": ""Original Frankfurter gr\u00fcne So\u00dfe""}, {""p.productName"": ""Gula Malacca""}, {""p.productName"": ""Grandma's Boysenberry Spread""}, {""p.productName"": ""Aniseed Syrup""}, {""p.productName"": ""Scottish Longbreads""}, {""p.productName"": ""Chocolade""}, {""p.productName"": ""Valkoinen suklaa""}, {""p.productName"": ""Maxilaku""}, {""p.productName"": ""Schoggi Schokolade""}, {""p.productName"": ""NuNuCa Nu\u00df-Nougat-Creme""}, {""p.productName"": ""Geitost""}, {""p.productName"": ""Gudbrandsdalsost""}, {""p.productName"": ""Mascarpone Fabioli""}, {""p.productName"": ""Gorgonzola Telino""}, {""p.productName"": ""Queso Cabrales""}, {""p.productName"": ""Filo Mix""}, {""p.productName"": ""Wimmers gute Semmelkn\u00f6del""}, {""p.productName"": ""Gnocchi di nonna Alice""}, {""p.productName"": ""Tunnbr\u00f6d""}, {""p.productName"": ""Gustaf's Kn\u00e4ckebr\u00f6d""}, {""p.productName"": ""Tourti\u00e8re""}, {""p.productName"": ""P\u00e2t\u00e9 chinois""}, {""p.productName"": ""Manjimup Dried Apples""}, {""p.productName"": ""Uncle Bob's Organic Dried Pears""}, {""p.productName"": ""Gravad lax""}, {""p.productName"": ""Rogede sild""}, {""p.productName"": ""Boston Crab Meat""}, {""p.productName"": ""Inlagd Sill""}, {""p.productName"": ""Escargots de Bourgogne""}, {""p.productName"": ""Nord-Ost Matjeshering""}]","MATCH (p:Product)-[:PART_OF]->(cat:Category) WITH cat, AVG(p.reorderLevel) AS avgReorderLevel MATCH (p:Product)-[:PART_OF]->(cat) WHERE p.reorderLevel > avgReorderLevel RETURN p.productName AS Product, p.reorderLevel AS ReorderLevel LIMIT 50;","[{""Product"": ""Outback Lager"", ""ReorderLevel"": 30}, {""Product"": ""Lakkalik\u00f6\u00f6ri"", ""ReorderLevel"": 20}, {""Product"": ""Ipoh Coffee"", ""ReorderLevel"": 25}, {""Product"": ""Rh\u00f6nbr\u00e4u Klosterbier"", ""ReorderLevel"": 25}, {""Product"": ""Chang"", ""ReorderLevel"": 25}, {""Product"": ""Sirop d'\u00e9rable"", ""ReorderLevel"": 25}, {""Product"": ""Louisiana Hot Spiced Okra"", ""ReorderLevel"": 20}, {""Product"": ""Original Frankfurter gr\u00fcne So\u00dfe"", ""ReorderLevel"": 15}, {""Product"": ""Gula Malacca"", ""ReorderLevel"": 15}, {""Product"": ""Grandma's Boysenberry Spread"", ""ReorderLevel"": 25}, {""Product"": ""Aniseed Syrup"", ""ReorderLevel"": 25}, {""Product"": ""Scottish Longbreads"", ""ReorderLevel"": 15}, {""Product"": ""Chocolade"", ""ReorderLevel"": 25}, {""Product"": ""Valkoinen suklaa"", ""ReorderLevel"": 30}, {""Product"": ""Maxilaku"", ""ReorderLevel"": 15}, {""Product"": ""Schoggi Schokolade"", ""ReorderLevel"": 30}, {""Product"": ""NuNuCa Nu\u00df-Nougat-Creme"", ""ReorderLevel"": 30}, {""Product"": ""Geitost"", ""ReorderLevel"": 20}, {""Product"": ""Gudbrandsdalsost"", ""ReorderLevel"": 15}, {""Product"": ""Mascarpone Fabioli"", ""ReorderLevel"": 25}, {""Product"": ""Gorgonzola Telino"", ""ReorderLevel"": 20}, {""Product"": ""Queso Cabrales"", ""ReorderLevel"": 30}, {""Product"": ""Filo Mix"", ""ReorderLevel"": 25}, {""Product"": ""Wimmers gute Semmelkn\u00f6del"", ""ReorderLevel"": 30}, {""Product"": ""Gnocchi di nonna Alice"", ""ReorderLevel"": 30}, {""Product"": ""Tunnbr\u00f6d"", ""ReorderLevel"": 25}, {""Product"": ""Gustaf's Kn\u00e4ckebr\u00f6d"", ""ReorderLevel"": 25}, {""Product"": ""Tourti\u00e8re"", ""ReorderLevel"": 10}, {""Product"": ""P\u00e2t\u00e9 chinois"", ""ReorderLevel"": 20}, {""Product"": ""Manjimup Dried Apples"", ""ReorderLevel"": 10}, {""Product"": ""Uncle Bob's Organic Dried Pears"", ""ReorderLevel"": 10}, {""Product"": ""Gravad lax"", ""ReorderLevel"": 25}, {""Product"": ""Rogede sild"", ""ReorderLevel"": 15}, {""Product"": ""Boston Crab Meat"", ""ReorderLevel"": 30}, {""Product"": ""Inlagd Sill"", ""ReorderLevel"": 20}, {""Product"": ""Escargots de Bourgogne"", ""ReorderLevel"": 20}, {""Product"": ""Nord-Ost Matjeshering"", ""ReorderLevel"": 15}]"
What are the first 3 products with a reorder level above 20?,"[{""p.productName"": ""Aniseed Syrup"", ""p.reorderLevel"": 25}, {""p.productName"": ""Boston Crab Meat"", ""p.reorderLevel"": 30}, {""p.productName"": ""Chang"", ""p.reorderLevel"": 25}]","MATCH (p:Product) WHERE p.reorderLevel > 20 RETURN p.productName AS Product, p.reorderLevel ORDER BY p.reorderLevel ASC LIMIT 3;","[{""Product"": ""Aniseed Syrup"", ""p.reorderLevel"": 25}, {""Product"": ""Grandma's Boysenberry Spread"", ""p.reorderLevel"": 25}, {""Product"": ""Chang"", ""p.reorderLevel"": 25}]"
Find the customer who placed the order with the highest total quantity of products.,"[{""c.customerID"": ""ERNSH"", ""c.companyName"": ""Ernst Handel""}]","MATCH (c:Customer)-[:PURCHASED]->(o:Order)-[r:ORDERS]->(p:Product) WITH c, o, SUM(r.quantity) AS totalQuantity ORDER BY totalQuantity DESC LIMIT 1 RETURN c.companyName AS Customer, totalQuantity AS TotalQuantity;","[{""Customer"": ""Ernst Handel"", ""TotalQuantity"": 346}]"
What are the top 5 most frequently shipped products to 'France'?,"[{""p.productName"": ""Inlagd Sill"", ""shipmentCount"": 4}, {""p.productName"": ""Singaporean Hokkien Fried Mee"", ""shipmentCount"": 2}, {""p.productName"": ""Mozzarella di Giovanni"", ""shipmentCount"": 2}, {""p.productName"": ""Gudbrandsdalsost"", ""shipmentCount"": 2}, {""p.productName"": ""Guaran\u00e1 Fant\u00e1stica"", ""shipmentCount"": 2}]","MATCH (o:Order) WHERE o.shipCountry = ""France"" MATCH (o)-[r:ORDERS]->(p:Product) WITH p, COUNT(*) AS shippedCount RETURN p.productName AS Product, shippedCount ORDER BY shippedCount DESC LIMIT 5;","[{""Product"": ""Inlagd Sill"", ""shippedCount"": 4}, {""Product"": ""Singaporean Hokkien Fried Mee"", ""shippedCount"": 2}, {""Product"": ""Mozzarella di Giovanni"", ""shippedCount"": 2}, {""Product"": ""Gudbrandsdalsost"", ""shippedCount"": 2}, {""Product"": ""Guaran\u00e1 Fant\u00e1stica"", ""shippedCount"": 2}]"
Which 3 products have the most variations in unit price among orders?,[],"MATCH (p:Product)<-[:ORDERS]-(o:Order) WITH p, COLLECT(o.freight) AS prices RETURN p.productName AS Product, SIZE(prices) AS PriceVariations ORDER BY PriceVariations DESC LIMIT 3;","[{""PriceVariations"": 54, ""Product"": ""Raclette Courdavault""}, {""PriceVariations"": 51, ""Product"": ""Guaran\u00e1 Fant\u00e1stica""}, {""PriceVariations"": 51, ""Product"": ""Gorgonzola Telino""}]"
What are the first 3 customers who have purchased orders shipped to France?,"[{""c.customerID"": ""VINET"", ""c.companyName"": ""Vins et alcools Chevalier"", ""c.contactName"": ""Paul Henriot""}, {""c.customerID"": ""VINET"", ""c.companyName"": ""Vins et alcools Chevalier"", ""c.contactName"": ""Paul Henriot""}, {""c.customerID"": ""VINET"", ""c.companyName"": ""Vins et alcools Chevalier"", ""c.contactName"": ""Paul Henriot""}]","MATCH (c:Customer)-[:PURCHASED]->(o:Order) WHERE toLower(o.shipCountry) = ""france"" RETURN c.companyName AS Customer, o.orderID AS OrderID ORDER BY o.orderID ASC LIMIT 3;","[{""Customer"": ""Vins et alcools Chevalier"", ""OrderID"": ""10248""}, {""Customer"": ""Vins et alcools Chevalier"", ""OrderID"": ""10274""}, {""Customer"": ""Vins et alcools Chevalier"", ""OrderID"": ""10295""}]"
Which customer has placed the most orders?,"[{""c.companyName"": ""Save-a-lot Markets"", ""orderCount"": 31}]","MATCH (c:Customer)-[:PURCHASED]->(o:Order) WITH c, COUNT(o) AS NumberOfOrders RETURN c.companyName AS Customer, NumberOfOrders ORDER BY NumberOfOrders DESC LIMIT 1;","[{""Customer"": ""Save-a-lot Markets"", ""NumberOfOrders"": 31}]"
Which 3 products have been ordered the most times?,"[{""p.productName"": ""Raclette Courdavault"", ""orderCount"": 54}, {""p.productName"": ""Guaran\u00e1 Fant\u00e1stica"", ""orderCount"": 51}, {""p.productName"": ""Gorgonzola Telino"", ""orderCount"": 51}]","MATCH (p:Product)<-[:ORDERS]-(o:Order) WITH p, COUNT(o) AS orderCount RETURN p.productName AS Product, orderCount ORDER BY orderCount DESC LIMIT 3;","[{""Product"": ""Raclette Courdavault"", ""orderCount"": 54}, {""Product"": ""Guaran\u00e1 Fant\u00e1stica"", ""orderCount"": 51}, {""Product"": ""Gorgonzola Telino"", ""orderCount"": 51}]"
List all suppliers that provide products to the 'Dairy Products' category.,"[{""s.companyName"": ""Norske Meierier""}, {""s.companyName"": ""Gai p\u00e2turage""}, {""s.companyName"": ""Gai p\u00e2turage""}, {""s.companyName"": ""Formaggi Fortini s.r.l.""}, {""s.companyName"": ""Norske Meierier""}, {""s.companyName"": ""Norske Meierier""}, {""s.companyName"": ""Formaggi Fortini s.r.l.""}, {""s.companyName"": ""Formaggi Fortini s.r.l.""}, {""s.companyName"": ""Cooperativa de Quesos 'Las Cabras'""}, {""s.companyName"": ""Cooperativa de Quesos 'Las Cabras'""}]","MATCH (s:Supplier)-[:SUPPLIES]->(p:Product)-[:PART_OF]->(cat:Category {categoryName: ""Dairy Products""}) RETURN s.companyName AS Supplier, p.productName AS Product LIMIT 50;","[{""Product"": ""Geitost"", ""Supplier"": ""Norske Meierier""}, {""Product"": ""Raclette Courdavault"", ""Supplier"": ""Gai p\u00e2turage""}, {""Product"": ""Camembert Pierrot"", ""Supplier"": ""Gai p\u00e2turage""}, {""Product"": ""Mozzarella di Giovanni"", ""Supplier"": ""Formaggi Fortini s.r.l.""}, {""Product"": ""Flotemysost"", ""Supplier"": ""Norske Meierier""}, {""Product"": ""Gudbrandsdalsost"", ""Supplier"": ""Norske Meierier""}, {""Product"": ""Mascarpone Fabioli"", ""Supplier"": ""Formaggi Fortini s.r.l.""}, {""Product"": ""Gorgonzola Telino"", ""Supplier"": ""Formaggi Fortini s.r.l.""}, {""Product"": ""Queso Manchego La Pastora"", ""Supplier"": ""Cooperativa de Quesos 'Las Cabras'""}, {""Product"": ""Queso Cabrales"", ""Supplier"": ""Cooperativa de Quesos 'Las Cabras'""}]"
What are the top 5 most expensive products supplied by 'Exotic Liquids'?,"[{""p.productName"": ""Chang"", ""p.unitPrice"": 19.0}, {""p.productName"": ""Chai"", ""p.unitPrice"": 18.0}, {""p.productName"": ""Aniseed Syrup"", ""p.unitPrice"": 10.0}]","MATCH (s:Supplier {companyName: ""Exotic Liquids""})-[:SUPPLIES]->(p:Product) RETURN p.productName AS Product, p.unitPrice AS Price ORDER BY Price DESC LIMIT 5;","[{""Price"": 19.0, ""Product"": ""Chang""}, {""Price"": 18.0, ""Product"": ""Chai""}, {""Price"": 10.0, ""Product"": ""Aniseed Syrup""}]"
List the orders that were shipped later than the required date.,"[{""o.orderID"": ""10264""}, {""o.orderID"": ""10271""}, {""o.orderID"": ""10280""}, {""o.orderID"": ""10302""}, {""o.orderID"": ""10309""}, {""o.orderID"": ""10320""}, {""o.orderID"": ""10380""}, {""o.orderID"": ""10423""}, {""o.orderID"": ""10427""}, {""o.orderID"": ""10433""}, {""o.orderID"": ""10451""}, {""o.orderID"": ""10483""}, {""o.orderID"": ""10515""}, {""o.orderID"": ""10523""}, {""o.orderID"": ""10545""}, {""o.orderID"": ""10578""}, {""o.orderID"": ""10593""}, {""o.orderID"": ""10596""}, {""o.orderID"": ""10660""}, {""o.orderID"": ""10663""}, {""o.orderID"": ""10687""}, {""o.orderID"": ""10705""}, {""o.orderID"": ""10709""}, {""o.orderID"": ""10726""}, {""o.orderID"": ""10727""}, {""o.orderID"": ""10749""}, {""o.orderID"": ""10777""}, {""o.orderID"": ""10779""}, {""o.orderID"": ""10807""}, {""o.orderID"": ""10816""}, {""o.orderID"": ""10827""}, {""o.orderID"": ""10828""}, {""o.orderID"": ""10847""}, {""o.orderID"": ""10924""}, {""o.orderID"": ""10927""}, {""o.orderID"": ""10960""}, {""o.orderID"": ""10970""}, {""o.orderID"": ""11008""}, {""o.orderID"": ""11019""}, {""o.orderID"": ""11039""}, {""o.orderID"": ""11040""}, {""o.orderID"": ""11045""}, {""o.orderID"": ""11051""}, {""o.orderID"": ""11054""}, {""o.orderID"": ""11058""}, {""o.orderID"": ""11059""}, {""o.orderID"": ""11061""}, {""o.orderID"": ""11062""}, {""o.orderID"": ""11065""}, {""o.orderID"": ""11068""}, {""o.orderID"": ""11070""}, {""o.orderID"": ""11071""}, {""o.orderID"": ""11072""}, {""o.orderID"": ""11073""}, {""o.orderID"": ""11074""}, {""o.orderID"": ""11075""}, {""o.orderID"": ""11076""}, {""o.orderID"": ""11077""}]","MATCH (o:Order) WHERE o.shippedDate > o.requiredDate RETURN o.orderID AS OrderID, o.shippedDate AS ShippedDate, o.requiredDate AS RequiredDate ORDER BY o.shippedDate ASC LIMIT 50;","[{""OrderID"": ""10264"", ""RequiredDate"": ""1996-08-21 00:00:00.000"", ""ShippedDate"": ""1996-08-23 00:00:00.000""}, {""OrderID"": ""10271"", ""RequiredDate"": ""1996-08-29 00:00:00.000"", ""ShippedDate"": ""1996-08-30 00:00:00.000""}, {""OrderID"": ""10280"", ""RequiredDate"": ""1996-09-11 00:00:00.000"", ""ShippedDate"": ""1996-09-12 00:00:00.000""}, {""OrderID"": ""10302"", ""RequiredDate"": ""1996-10-08 00:00:00.000"", ""ShippedDate"": ""1996-10-09 00:00:00.000""}, {""OrderID"": ""10320"", ""RequiredDate"": ""1996-10-17 00:00:00.000"", ""ShippedDate"": ""1996-10-18 00:00:00.000""}, {""OrderID"": ""10309"", ""RequiredDate"": ""1996-10-17 00:00:00.000"", ""ShippedDate"": ""1996-10-23 00:00:00.000""}, {""OrderID"": ""10380"", ""RequiredDate"": ""1997-01-09 00:00:00.000"", ""ShippedDate"": ""1997-01-16 00:00:00.000""}, {""OrderID"": ""10423"", ""RequiredDate"": ""1997-02-06 00:00:00.000"", ""ShippedDate"": ""1997-02-24 00:00:00.000""}, {""OrderID"": ""10427"", ""RequiredDate"": ""1997-02-24 00:00:00.000"", ""ShippedDate"": ""1997-03-03 00:00:00.000""}, {""OrderID"": ""10433"", ""RequiredDate"": ""1997-03-03 00:00:00.000"", ""ShippedDate"": ""1997-03-04 00:00:00.000""}, {""OrderID"": ""10451"", ""RequiredDate"": ""1997-03-05 00:00:00.000"", ""ShippedDate"": ""1997-03-12 00:00:00.000""}, {""OrderID"": ""10483"", ""RequiredDate"": ""1997-04-21 00:00:00.000"", ""ShippedDate"": ""1997-04-25 00:00:00.000""}, {""OrderID"": ""10515"", ""RequiredDate"": ""1997-05-07 00:00:00.000"", ""ShippedDate"": ""1997-05-23 00:00:00.000""}, {""OrderID"": ""10523"", ""RequiredDate"": ""1997-05-29 00:00:00.000"", ""ShippedDate"": ""1997-05-30 00:00:00.000""}, {""OrderID"": ""10545"", ""RequiredDate"": ""1997-06-19 00:00:00.000"", ""ShippedDate"": ""1997-06-26 00:00:00.000""}, {""OrderID"": ""10578"", ""RequiredDate"": ""1997-07-22 00:00:00.000"", ""ShippedDate"": ""1997-07-25 00:00:00.000""}, {""OrderID"": ""10596"", ""RequiredDate"": ""1997-08-08 00:00:00.000"", ""ShippedDate"": ""1997-08-12 00:00:00.000""}, {""OrderID"": ""10593"", ""RequiredDate"": ""1997-08-06 00:00:00.000"", ""ShippedDate"": ""1997-08-13 00:00:00.000""}, {""OrderID"": ""10663"", ""RequiredDate"": ""1997-09-24 00:00:00.000"", ""ShippedDate"": ""1997-10-03 00:00:00.000""}, {""OrderID"": ""10660"", ""RequiredDate"": ""1997-10-06 00:00:00.000"", ""ShippedDate"": ""1997-10-15 00:00:00.000""}, {""OrderID"": ""10687"", ""RequiredDate"": ""1997-10-28 00:00:00.000"", ""ShippedDate"": ""1997-10-30 00:00:00.000""}, {""OrderID"": ""10705"", ""RequiredDate"": ""1997-11-12 00:00:00.000"", ""ShippedDate"": ""1997-11-18 00:00:00.000""}, {""OrderID"": ""10709"", ""RequiredDate"": ""1997-11-14 00:00:00.000"", ""ShippedDate"": ""1997-11-20 00:00:00.000""}, {""OrderID"": ""10727"", ""RequiredDate"": ""1997-12-01 00:00:00.000"", ""ShippedDate"": ""1997-12-05 00:00:00.000""}, {""OrderID"": ""10726"", ""RequiredDate"": ""1997-11-17 00:00:00.000"", ""ShippedDate"": ""1997-12-05 00:00:00.000""}, {""OrderID"": ""10749"", ""RequiredDate"": ""1997-12-18 00:00:00.000"", ""ShippedDate"": ""1997-12-19 00:00:00.000""}, {""OrderID"": ""10779"", ""RequiredDate"": ""1998-01-13 00:00:00.000"", ""ShippedDate"": ""1998-01-14 00:00:00.000""}, {""OrderID"": ""10777"", ""RequiredDate"": ""1997-12-29 00:00:00.000"", ""ShippedDate"": ""1998-01-21 00:00:00.000""}, {""OrderID"": ""10807"", ""RequiredDate"": ""1998-01-28 00:00:00.000"", ""ShippedDate"": ""1998-01-30 00:00:00.000""}, {""OrderID"": ""10816"", ""RequiredDate"": ""1998-02-03 00:00:00.000"", ""ShippedDate"": ""1998-02-04 00:00:00.000""}, {""OrderID"": ""10828"", ""RequiredDate"": ""1998-01-27 00:00:00.000"", ""ShippedDate"": ""1998-02-04 00:00:00.000""}, {""OrderID"": ""10827"", ""RequiredDate"": ""1998-01-26 00:00:00.000"", ""ShippedDate"": ""1998-02-06 00:00:00.000""}, {""OrderID"": ""10847"", ""RequiredDate"": ""1998-02-05 00:00:00.000"", ""ShippedDate"": ""1998-02-10 00:00:00.000""}, {""OrderID"": ""10960"", ""RequiredDate"": ""1998-04-02 00:00:00.000"", ""ShippedDate"": ""1998-04-08 00:00:00.000""}, {""OrderID"": ""10927"", ""RequiredDate"": ""1998-04-02 00:00:00.000"", ""ShippedDate"": ""1998-04-08 00:00:00.000""}, {""OrderID"": ""10924"", ""RequiredDate"": ""1998-04-01 00:00:00.000"", ""ShippedDate"": ""1998-04-08 00:00:00.000""}, {""OrderID"": ""10970"", ""RequiredDate"": ""1998-04-07 00:00:00.000"", ""ShippedDate"": ""1998-04-24 00:00:00.000""}, {""OrderID"": ""11068"", ""RequiredDate"": ""1998-06-01 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11065"", ""RequiredDate"": ""1998-05-29 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11062"", ""RequiredDate"": ""1998-05-28 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11059"", ""RequiredDate"": ""1998-06-10 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11058"", ""RequiredDate"": ""1998-05-27 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11054"", ""RequiredDate"": ""1998-05-26 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11051"", ""RequiredDate"": ""1998-05-25 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11045"", ""RequiredDate"": ""1998-05-21 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11061"", ""RequiredDate"": ""1998-06-11 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11040"", ""RequiredDate"": ""1998-05-20 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11039"", ""RequiredDate"": ""1998-05-19 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11019"", ""RequiredDate"": ""1998-05-11 00:00:00.000"", ""ShippedDate"": ""NULL""}, {""OrderID"": ""11008"", ""RequiredDate"": ""1998-05-06 00:00:00.000"", ""ShippedDate"": ""NULL""}]"
List the first 3 categories and their descriptions.,"[{""c.categoryName"": ""Beverages"", ""c.description"": ""Soft drinks, coffees, teas, beers, and ales""}, {""c.categoryName"": ""Condiments"", ""c.description"": ""Sweet and savory sauces, relishes, spreads, and seasonings""}, {""c.categoryName"": ""Confections"", ""c.description"": ""Desserts, candies, and sweet breads""}]","MATCH (cat:Category) RETURN cat.categoryName AS Category, cat.description AS Description ORDER BY cat.categoryID ASC LIMIT 3;","[{""Category"": ""Beverages"", ""Description"": ""Soft drinks, coffees, teas, beers, and ales""}, {""Category"": ""Condiments"", ""Description"": ""Sweet and savory sauces, relishes, spreads, and seasonings""}, {""Category"": ""Confections"", ""Description"": ""Desserts, candies, and sweet breads""}]"
Identify the top 3 most expensive products supplied by suppliers from 'UK'.,"[{""p.productName"": ""Chang"", ""p.unitPrice"": 19.0}, {""p.productName"": ""Chai"", ""p.unitPrice"": 18.0}, {""p.productName"": ""Aniseed Syrup"", ""p.unitPrice"": 10.0}]","MATCH (s:Supplier {country: ""UK""})-[:SUPPLIES]->(p:Product) RETURN p.productName AS Product, p.unitPrice AS Price ORDER BY Price DESC LIMIT 3;","[{""Price"": 19.0, ""Product"": ""Chang""}, {""Price"": 18.0, ""Product"": ""Chai""}, {""Price"": 10.0, ""Product"": ""Aniseed Syrup""}]"
